Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigennin_r1	apigennin_r2	control_r1	control_r2	salt_r1	salt_r2
sense	NC_020059.1	Protein Homology	CDS	50061	50804	.	-	0	ID=cds-WP_015338212.1;Parent=gene-RTCIAT899_RS00235;Dbxref=GenBank:WP_015338212.1;Name=WP_015338212.1;Ontology_term=GO:0000105,GO:0003949;gbkey=CDS;gene=hisA;go_function=1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity|0003949||IEA;go_process=L-histidine biosynthetic process|0000105||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007698549.1;locus_tag=RTCIAT899_RS00235;product=1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase;protein_id=WP_015338212.1;transl_table=11	0.25	4.5	2.0	8.0	1.0	0
sense	NC_020059.1	Protein Homology	CDS	50830	51480	.	-	0	ID=cds-WP_015338213.1;Parent=gene-RTCIAT899_RS00240;Dbxref=GenBank:WP_015338213.1;Name=WP_015338213.1;Ontology_term=GO:0000105,GO:0000107;gbkey=CDS;gene=hisH;go_function=imidazoleglycerol-phosphate synthase activity|0000107||IEA;go_process=L-histidine biosynthetic process|0000105||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017989887.1;locus_tag=RTCIAT899_RS00240;product=imidazole glycerol phosphate synthase subunit HisH;protein_id=WP_015338213.1;transl_table=11	23.904761904761905	11.5	20.75	14.5	2.0	1.0
sense	NC_020059.1	Protein Homology	CDS	51483	51980	.	-	0	ID=cds-WP_041677139.1;Parent=gene-RTCIAT899_RS00245;Dbxref=GenBank:WP_041677139.1;Name=WP_041677139.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127565.1;locus_tag=RTCIAT899_RS00245;product=DUF2628 domain-containing protein;protein_id=WP_041677139.1;transl_table=11	0.5	6.0	0	10.0	1.0	0
sense	NC_020059.1	Protein Homology	CDS	52004	52612	.	-	0	ID=cds-WP_015338215.1;Parent=gene-RTCIAT899_RS00250;Dbxref=GenBank:WP_015338215.1;Name=WP_015338215.1;Ontology_term=GO:0000105,GO:0004424;gbkey=CDS;gene=hisB;go_function=imidazoleglycerol-phosphate dehydratase activity|0004424||IEA;go_process=L-histidine biosynthetic process|0000105||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010968320.1;locus_tag=RTCIAT899_RS00250;product=imidazoleglycerol-phosphate dehydratase HisB;protein_id=WP_015338215.1;transl_table=11	2.0	11.0	0	15.23125	0	0
sense	NC_020059.1	Protein Homology	CDS	52825	53352	.	+	0	ID=cds-WP_015338216.1;Parent=gene-RTCIAT899_RS00255;Dbxref=GenBank:WP_015338216.1;Name=WP_015338216.1;Ontology_term=GO:0051603,GO:0004298,GO:0009376;gbkey=CDS;gene=hslV;go_component=HslUV protease complex|0009376||IEA;go_function=threonine-type endopeptidase activity|0004298||IEA;go_process=proteolysis involved in protein catabolic process|0051603||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338216.1;locus_tag=RTCIAT899_RS00255;product=ATP-dependent protease subunit HslV;protein_id=WP_015338216.1;transl_table=11	2.125	10.0	3.0	9.5	1.0	2.0
sense	NC_020059.1	Protein Homology	CDS	53397	54707	.	+	0	ID=cds-WP_015338217.1;Parent=gene-RTCIAT899_RS00260;Dbxref=GenBank:WP_015338217.1;Name=WP_015338217.1;Ontology_term=GO:0005524,GO:0008233,GO:0016887,GO:0009376;gbkey=CDS;gene=hslU;go_component=HslUV protease complex|0009376||IEA;go_function=ATP binding|0005524||IEA,peptidase activity|0008233||IEA,ATP hydrolysis activity|0016887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012759584.1;locus_tag=RTCIAT899_RS00260;product=ATP-dependent protease ATPase subunit HslU;protein_id=WP_015338217.1;transl_table=11	1.5	10.5	2.392857142857143	24.5	0	0
sense	NC_020059.1	Protein Homology	CDS	54871	55824	.	+	0	ID=cds-WP_015338218.1;Parent=gene-RTCIAT899_RS00265;Dbxref=GenBank:WP_015338218.1;Name=WP_015338218.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007632041.1;locus_tag=RTCIAT899_RS00265;product=DUF1402 family protein;protein_id=WP_015338218.1;transl_table=11	4.0	18.555555555555557	1.5	18.5	2.0	1.0
sense	NC_020059.1	Protein Homology	CDS	55942	57336	.	+	0	ID=cds-WP_015338219.1;Parent=gene-RTCIAT899_RS00270;Dbxref=GenBank:WP_015338219.1;Name=WP_015338219.1;Ontology_term=GO:0004497,GO:0005506,GO:0016705,GO:0020037;gbkey=CDS;go_function=monooxygenase activity|0004497||IEA,iron ion binding|0005506||IEA,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,heme binding|0020037||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127585.1;locus_tag=RTCIAT899_RS00270;product=cytochrome P450;protein_id=WP_015338219.1;transl_table=11	0.022222222222222223	22.0	0.3333333333333333	38.5	0	0
sense	NC_020059.1	Protein Homology	CDS	57745	59748	.	+	0	ID=cds-WP_015338220.1;Parent=gene-RTCIAT899_RS00275;Dbxref=GenBank:WP_015338220.1;Name=WP_015338220.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007698524.1;locus_tag=RTCIAT899_RS00275;product=hydantoinase/oxoprolinase N-terminal domain-containing protein;protein_id=WP_015338220.1;transl_table=11	3.5	13.219780219780219	5.361111111111111	27.0	2.0	0
sense	NC_020059.1	Protein Homology	CDS	59867	62038	.	+	0	ID=cds-WP_015338221.1;Parent=gene-RTCIAT899_RS00280;Dbxref=GenBank:WP_015338221.1;Name=WP_015338221.1;Ontology_term=GO:0006097,GO:0004474;gbkey=CDS;go_function=malate synthase activity|0004474||IEA;go_process=glyoxylate cycle|0006097||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338221.1;locus_tag=RTCIAT899_RS00280;product=malate synthase G;protein_id=WP_015338221.1;transl_table=11	38.7	44.6	29.7	52.0	14.0	4.5
sense	NC_020059.1	Protein Homology	CDS	62291	62965	.	-	0	ID=cds-WP_041677749.1;Parent=gene-RTCIAT899_RS00285;Dbxref=GenBank:WP_041677749.1;Name=WP_041677749.1;Ontology_term=GO:0018104,GO:0042834,GO:0071972;gbkey=CDS;go_function=peptidoglycan binding|0042834||IEA,peptidoglycan L%2CD-transpeptidase activity|0071972||IEA;go_process=peptidoglycan-protein cross-linking|0018104||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018068883.1;locus_tag=RTCIAT899_RS00285;product=L%2CD-transpeptidase;protein_id=WP_041677749.1;transl_table=11	2.0	15.0	1.0	9.333333333333334	0	0
sense	NC_020059.1	Protein Homology	CDS	63147	63683	.	+	0	ID=cds-WP_015338223.1;Parent=gene-RTCIAT899_RS00290;Dbxref=GenBank:WP_015338223.1;Name=WP_015338223.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338223.1;locus_tag=RTCIAT899_RS00290;product=MmcB family DNA repair protein;protein_id=WP_015338223.1;transl_table=11	6.0	10.0	2.0	13.142857142857142	2.0	10.0
sense	NC_020059.1	Protein Homology	CDS	63744	64331	.	-	0	ID=cds-WP_015338224.1;Parent=gene-RTCIAT899_RS00295;Dbxref=GenBank:WP_015338224.1;Name=WP_015338224.1;Ontology_term=GO:0000160;gbkey=CDS;go_process=phosphorelay signal transduction system|0000160||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338224.1;locus_tag=RTCIAT899_RS00295;product=ActR/PrrA/RegA family redox response regulator transcription factor;protein_id=WP_015338224.1;transl_table=11	14.666666666666666	4.0	12.0	6.0	0	1.0
sense	NC_020059.1	Protein Homology	CDS	64407	65699	.	-	0	ID=cds-WP_184462103.1;Parent=gene-RTCIAT899_RS00300;Dbxref=GenBank:WP_184462103.1;Name=WP_184462103.1;Ontology_term=GO:0007165,GO:0000155;gbkey=CDS;go_function=phosphorelay sensor kinase activity|0000155||IEA;go_process=signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018327103.1;locus_tag=RTCIAT899_RS00300;product=ActS/PrrB/RegB family redox-sensitive histidine kinase;protein_id=WP_184462103.1;transl_table=11	4.0	13.5	5.035714285714286	23.76666666666667	1.0	2.0
sense	NC_020059.1	Protein Homology	CDS	65747	68239	.	-	0	ID=cds-WP_041677140.1;Parent=gene-RTCIAT899_RS00305;Dbxref=GenBank:WP_041677140.1;Name=WP_041677140.1;Ontology_term=GO:0004386;gbkey=CDS;gene=hrpB;go_function=helicase activity|0004386||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127605.1;locus_tag=RTCIAT899_RS00305;product=ATP-dependent helicase HrpB;protein_id=WP_041677140.1;transl_table=11	1.2575757575757576	22.09090909090909	3.5	42.83333333333333	0.29545454545454547	3.0
sense	NC_020059.1	GeneMarkS-2+	CDS	68382	68609	.	+	0	ID=cds-WP_135488246.1;Parent=gene-RTCIAT899_RS32940;Dbxref=GenBank:WP_135488246.1;Name=WP_135488246.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS32940;product=hypothetical protein;protein_id=WP_135488246.1;transl_table=11	2.3333333333333335	7.499999999999999	0	13.833333333333336	0	0
sense	NC_020059.1	cmsearch	rRNA	69017	70497	.	+	.	ID=rna-RTCIAT899_RS00310;Parent=gene-RTCIAT899_RS00310;Dbxref=RFAM:RF00177;gbkey=rRNA;inference=COORDINATES: profile:INFERNAL:1.1.5;locus_tag=RTCIAT899_RS00310;product=16S ribosomal RNA	348080.89262487186	137804.88538904424	363994.97951760713	119202.85638469174	318944.2133835866	137874.37384503466
sense	NC_020059.1	tRNAscan-SE	tRNA	70750	70826	.	+	.	ID=rna-RTCIAT899_RS00315;Parent=gene-RTCIAT899_RS00315;anticodon=(pos:70784..70786);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=RTCIAT899_RS00315;product=tRNA-Ile	2.333333333333333	5.999999999999998	4.166666666666667	6.999999999999997	8.166666666666664	9.333333333333332
sense	NC_020059.1	tRNAscan-SE	tRNA	70923	70998	.	+	.	ID=rna-RTCIAT899_RS00320;Parent=gene-RTCIAT899_RS00320;anticodon=(pos:70956..70958);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=RTCIAT899_RS00320;product=tRNA-Ala	1.0	4.0	0.6666666666666666	3.666666666666667	3.3333333333333335	1.0
sense	NC_020059.1	cmsearch	rRNA	71539	74432	.	+	.	ID=rna-RTCIAT899_RS00325;Parent=gene-RTCIAT899_RS00325;Dbxref=RFAM:RF02541;gbkey=rRNA;inference=COORDINATES: profile:INFERNAL:1.1.5;locus_tag=RTCIAT899_RS00325;product=23S ribosomal RNA	1170290.3920117412	553660.4003519764	1263167.529003127	547197.8249904739	1327595.8797096633	245034.91825651872
sense	NC_020059.1	cmsearch	rRNA	74703	74817	.	+	.	ID=rna-RTCIAT899_RS00330;Parent=gene-RTCIAT899_RS00330;Dbxref=RFAM:RF00001;gbkey=rRNA;gene=rrf;inference=COORDINATES: profile:INFERNAL:1.1.5;locus_tag=RTCIAT899_RS00330;product=5S ribosomal RNA	7.666666666666663	17.666666666666668	10.666666666666666	36.66666666666664	3.666666666666667	0
sense	NC_020059.1	tRNAscan-SE	tRNA	75175	75251	.	+	.	ID=rna-RTCIAT899_RS00335;Parent=gene-RTCIAT899_RS00335;anticodon=(pos:75209..75211);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=RTCIAT899_RS00335;product=tRNA-Met	1.1666666666666665	7.666666666666667	1.6666666666666665	7.666666666666667	0.3333333333333333	0
sense	NC_020059.1	Protein Homology	CDS	75427	75813	.	+	0	ID=cds-WP_051043245.1;Parent=gene-RTCIAT899_RS00340;Dbxref=GenBank:WP_051043245.1;Name=WP_051043245.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127610.1;locus_tag=RTCIAT899_RS00340;product=hypothetical protein;protein_id=WP_051043245.1;transl_table=11	2.0	5.0	0	7.0	1.0	0
sense	NC_020059.1	Protein Homology	CDS	75870	76142	.	-	0	ID=cds-WP_041677141.1;Parent=gene-RTCIAT899_RS00345;Dbxref=GenBank:WP_041677141.1;Name=WP_041677141.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127616.1;locus_tag=RTCIAT899_RS00345;product=hypothetical protein;protein_id=WP_041677141.1;transl_table=11	0	1.0	3.0	7.0	4.0	0
sense	NC_020059.1	Protein Homology	CDS	76402	77034	.	-	0	ID=cds-WP_015338229.1;Parent=gene-RTCIAT899_RS00355;Dbxref=GenBank:WP_015338229.1;Name=WP_015338229.1;Ontology_term=GO:0009279;gbkey=CDS;go_component=cell outer membrane|0009279||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020011722.1;locus_tag=RTCIAT899_RS00355;product=outer membrane protein;protein_id=WP_015338229.1;transl_table=11	0	9.0	0	9.0	3.0	0
sense	NC_020059.1	Protein Homology	CDS	77420	78637	.	-	0	ID=cds-WP_015338230.1;Parent=gene-RTCIAT899_RS00360;Dbxref=GenBank:WP_015338230.1;Name=WP_015338230.1;Ontology_term=GO:0055085,GO:0022857;gbkey=CDS;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: protein motif:HMM:NF019310.6;locus_tag=RTCIAT899_RS00360;product=MFS transporter;protein_id=WP_015338230.1;transl_table=11	7.333333333333333	20.666666666666664	7.0	21.142857142857142	7.333333333333333	0
sense	NC_020059.1	Protein Homology	CDS	78786	79850	.	-	0	ID=cds-WP_015338231.1;Parent=gene-RTCIAT899_RS00365;Dbxref=GenBank:WP_015338231.1;Name=WP_015338231.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338231.1;locus_tag=RTCIAT899_RS00365;product=ABC transporter ATP-binding protein;protein_id=WP_015338231.1;transl_table=11	3.522222222222222	11.5	0.5	17.0	5.0	0
sense	NC_020059.1	Protein Homology	CDS	79847	80776	.	-	0	ID=cds-WP_015338232.1;Parent=gene-RTCIAT899_RS00370;Dbxref=GenBank:WP_015338232.1;Name=WP_015338232.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012758757.1;locus_tag=RTCIAT899_RS00370;product=PfkB family carbohydrate kinase;protein_id=WP_015338232.1;transl_table=11	0.5	9.142857142857142	1.5	14.75	0	0
sense	NC_020059.1	Protein Homology	CDS	80777	81799	.	-	0	ID=cds-WP_015338233.1;Parent=gene-RTCIAT899_RS00375;Dbxref=GenBank:WP_015338233.1;Name=WP_015338233.1;Ontology_term=GO:0005975,GO:0016787,GO:0097367;gbkey=CDS;go_function=hydrolase activity|0016787||IEA,carbohydrate derivative binding|0097367||IEA;go_process=carbohydrate metabolic process|0005975||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018496096.1;locus_tag=RTCIAT899_RS00375;product=SIS domain-containing protein;protein_id=WP_015338233.1;transl_table=11	1.8333333333333337	4.166666666666667	0.75	8.0	2.666666666666666	0
sense	NC_020059.1	Protein Homology	CDS	81796	82641	.	-	0	ID=cds-WP_015338234.1;Parent=gene-RTCIAT899_RS00380;Dbxref=GenBank:WP_015338234.1;Name=WP_015338234.1;Ontology_term=GO:0008643,GO:0055085;gbkey=CDS;go_process=carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018856029.1;locus_tag=RTCIAT899_RS00380;product=carbohydrate ABC transporter permease;protein_id=WP_015338234.1;transl_table=11	1.3333333333333333	10.0	2.0	18.5	2.0	0
sense	NC_020059.1	Protein Homology	CDS	82641	83525	.	-	0	ID=cds-WP_015338235.1;Parent=gene-RTCIAT899_RS00385;Dbxref=GenBank:WP_015338235.1;Name=WP_015338235.1;Ontology_term=GO:0008643,GO:0055085,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;go_process=carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338235.1;locus_tag=RTCIAT899_RS00385;product=carbohydrate ABC transporter permease;protein_id=WP_015338235.1;transl_table=11	1.0	16.25	0.125	25.5	2.0	0
sense	NC_020059.1	Protein Homology	CDS	83600	84838	.	-	0	ID=cds-WP_015338236.1;Parent=gene-RTCIAT899_RS00390;Dbxref=GenBank:WP_015338236.1;Name=WP_015338236.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011426606.1;locus_tag=RTCIAT899_RS00390;product=extracellular solute-binding protein;protein_id=WP_015338236.1;transl_table=11	1.25	16.5	0.05555555555555555	25.1	1.0	0
sense	NC_020059.1	Protein Homology	CDS	85071	86273	.	+	0	ID=cds-WP_015338237.1;Parent=gene-RTCIAT899_RS00395;Dbxref=GenBank:WP_015338237.1;Name=WP_015338237.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700,GO:0005524;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,ATP binding|0005524||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338237.1;locus_tag=RTCIAT899_RS00395;product=ROK family transcriptional regulator;protein_id=WP_015338237.1;transl_table=11	162.0	40.75	80.33333333333334	27.0	25.166666666666664	0
sense	NC_020059.1	Protein Homology	CDS	86277	86612	.	-	0	ID=cds-WP_041677752.1;Parent=gene-RTCIAT899_RS00400;Dbxref=GenBank:WP_041677752.1;Name=WP_041677752.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004127652.1;locus_tag=RTCIAT899_RS00400;product=DUF6665 family protein;protein_id=WP_041677752.1;transl_table=11	0	3.0	0	7.0625	0	0
sense	NC_020059.1	Protein Homology	CDS	86867	87400	.	+	0	ID=cds-WP_015338239.1;Parent=gene-RTCIAT899_RS00405;Dbxref=GenBank:WP_015338239.1;Name=WP_015338239.1;Ontology_term=GO:0006281,GO:0032259,GO:0003677,GO:0003908,GO:0046872;gbkey=CDS;go_function=DNA binding|0003677||IEA,methylated-DNA-[protein]-cysteine S-methyltransferase activity|0003908||IEA,metal ion binding|0046872||IEA;go_process=DNA repair|0006281||IEA,methylation|0032259||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338239.1;locus_tag=RTCIAT899_RS00405;product=methylated-DNA--[protein]-cysteine S-methyltransferase;protein_id=WP_015338239.1;transl_table=11	2.0833333333333335	5.0	3.0	12.0	2.0	0
sense	NC_020059.1	Protein Homology	CDS	87497	89500	.	-	0	ID=cds-WP_015338240.1;Parent=gene-RTCIAT899_RS00410;Dbxref=GenBank:WP_015338240.1;Name=WP_015338240.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020047641.1;locus_tag=RTCIAT899_RS00410;product=aldo/keto reductase;protein_id=WP_015338240.1;transl_table=11	6.0	19.11111111111111	3.0	30.0	1.2	0
sense	NC_020059.1	Protein Homology	CDS	89552	90640	.	-	0	ID=cds-WP_015338241.1;Parent=gene-RTCIAT899_RS00415;Dbxref=GenBank:WP_015338241.1;Name=WP_015338241.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017969248.1;locus_tag=RTCIAT899_RS00415;product=ABC transporter ATP-binding protein;protein_id=WP_015338241.1;transl_table=11	0.022222222222222223	16.0	1.5	14.5	0	0
sense	NC_020059.1	Protein Homology	CDS	90656	91492	.	-	0	ID=cds-WP_015338242.1;Parent=gene-RTCIAT899_RS00420;Dbxref=GenBank:WP_015338242.1;Name=WP_015338242.1;Ontology_term=GO:0008643,GO:0055085;gbkey=CDS;go_process=carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012760015.1;locus_tag=RTCIAT899_RS00420;product=carbohydrate ABC transporter permease;protein_id=WP_015338242.1;transl_table=11	0	17.0	0	16.55	0	0
sense	NC_020059.1	Protein Homology	CDS	91489	92349	.	-	0	ID=cds-WP_015338243.1;Parent=gene-RTCIAT899_RS00425;Dbxref=GenBank:WP_015338243.1;Name=WP_015338243.1;Ontology_term=GO:0008643,GO:0055085,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;go_process=carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003595714.1;locus_tag=RTCIAT899_RS00425;product=carbohydrate ABC transporter permease;protein_id=WP_015338243.1;transl_table=11	3.0	24.1	2.0	19.5	1.1	0
sense	NC_020059.1	Protein Homology	CDS	92526	93800	.	-	0	ID=cds-WP_015338244.1;Parent=gene-RTCIAT899_RS00430;Dbxref=GenBank:WP_015338244.1;Name=WP_015338244.1;Ontology_term=GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011649802.1;locus_tag=RTCIAT899_RS00430;product=ABC transporter substrate-binding protein;protein_id=WP_015338244.1;transl_table=11	8.0	17.125	1.0833333333333333	31.0	1.0	0
sense	NC_020059.1	Protein Homology	CDS	93887	94837	.	+	0	ID=cds-WP_051043171.1;Parent=gene-RTCIAT899_RS00435;Dbxref=GenBank:WP_051043171.1;Name=WP_051043171.1;Ontology_term=GO:0006355,GO:0003700,GO:0043565;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007690362.1;locus_tag=RTCIAT899_RS00435;product=helix-turn-helix domain-containing protein;protein_id=WP_051043171.1;transl_table=11	0.05263157894736842	18.0	0	31.558823529411764	1.0	0
sense	NC_020059.1	Protein Homology	CDS	94902	95672	.	+	0	ID=cds-WP_015338246.1;Parent=gene-RTCIAT899_RS00440;Dbxref=GenBank:WP_015338246.1;Name=WP_015338246.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020051387.1;locus_tag=RTCIAT899_RS00440;product=TIM barrel protein;protein_id=WP_015338246.1;transl_table=11	5.0625	3.0	0.6666666666666666	5.0	0.25	0
